"id","repository_name","url","namespace_identifier"
230,Allen Newell Collection; Carnegie Mellon University Archives,http://diva.library.cmu.edu/webapp/newell/oai2/OAIHandler,archive.library.cmu.edu
231,Alsuna: Journal of Arabic and English Language,http://e-journal.ikhac.ac.id/index.php/alsuna/oai,ojs2.e-journal.ikhac.ac.id
232,ALSYS,https://ejournal.yasin-alsys.org/index.php/alsys/oai,ojs2.ejournal.yasin-alsys.org
233,ALT Open Access Repository,http://repository.alt.ac.uk/cgi/oai2,repository.alt.ac.uk
234,Altinbas University Institutional Repository,http://openaccess.altinbas.edu.tr/oai/request,openaccess.altinbas.edu.tr
235,ALTRALANG Journal,http://www.univ-oran2.dz/revuealtralang/index.php/altralang/oai,altralangojs3.www.univ-oran2.dz
236,ALVEOLI: Jurnal Pendidikan Biologi,https://alveoli.iain-jember.ac.id/index.php/alv/oai,ojs2.alveoli.iain-jember.ac.id
237,AMARASI: JURNAL DESAIN KOMUNIKASI VISUAL,https://jurnal2.isi-dps.ac.id/index.php/amarasi/oai,ojs.pkp.sfu.ca
238,Amasya University Institutional Repository,http://openaccess.amasya.edu.tr/oai/request,openaccess.amasya.edu.tr
239,Amazônia: Revista de Educação em Ciências e Matemáticas,http://www.periodicos.ufpa.br/index.php/revistaamazonia/oai,ojs.periodicos.ufpa.br
240,AMCoR,http://amcor.asahikawa-med.ac.jp/modules/xoonips/oai.php,""
241,American Academic & Scholarly Research Journal,http://aasrc.org/aasrj/index.php/aasrj/oai,ojs.aasrc.org
242,"American Journal of Agricultural Science, Engineering, and Technology",https://journals.e-palli.com/home/index.php/ajaset/oai,ojs2.journals.e-palli.com
243,American Journal of Business Education (AJBE),https://www.cluteinstitute.com/ojs/index.php/AJBE/oai,ojs.localhost
244,American Journal of Engineering Education (AJEE),https://www.cluteinstitute.com/ojs/index.php/AJEE/oai,ojs.localhost
245,American Journal of Experimental and Clinical Research,http://journals.sfu.ca/ajecr/index.php/ajecr/oai,ajecr.journals.sfu.ca
246,American Journal of Health Sciences (AJHS),https://www.cluteinstitute.com/ojs/index.php/AJHS/oai,ojs.localhost
247,American Journal of Trade and Policy,http://journals.abc.us.org/index.php/ajtp/oai,journals.abc.us.org
248,American Journal of Trade and Policy,https://abc.us.org/ojs/index.php/ajtp/oai,ojs2.abc.us.org
249,American Numismatic Society,http://numismatics.org/archives/oai/,numismatics.org
250,American Review of Politics,https://journals.shareok.org/arp/oai,journals.shareok.org
251,"American Scientific Research Journal for Engineering, Technology, and Sciences (ASRJETS)",http://asrjetsjournal.org/index.php/American_Scientific_Journal/oai,ojs.asrjetsjournal.org
252,"American Scientific Research Journal for Engineering, Technology, and Sciences (ASRJETS)",https://asrjetsjournal.org/index.php/American_Scientific_Journal/oai,ojs.asrjetsjournal.org
253,Americanae. Sistema de Difusión y Recolección de colecciones americanistas,http://americanae.aecid.es/americanae/i18n/oai/oai_americanae.aecid.es.do,americanae.aecid.es
254,AMINA (Ar-Raniry Chemistry Journal),http://journal.ar-raniry.ac.id/index.php/amina/oai,ojs.journal.ar-raniry.ac.id
255,Amity Journal of Professional Practices,https://jconsortium.com/index.php/ajpp/oai,ojs2.jconsortium.com
256,AMS Tesi di Dottorato - Alm@DL - Università di Bologna,http://amsdottorato.cib.unibo.it/cgi/oai2,amsdottorato.cib.unibo.it
257,"An OAI Repository, coming from phpland",http://www.myjurnal.my/oai/oai2.php,""
258,"An OAI Repository, T.S. Dye & Colleagues",http://www.tsdye2.com/oai/oai2.php,""
259,Anakes : Jurnal Ilmiah Analis Kesehatan,http://journal.thamrin.ac.id/index.php/anakes/oai,ojs.journal.thamrin.ac.id
260,anaktisis,http://anaktisis.teiwm.gr/cgi/oai2,anaktisis.teiwm.gr
261,Analecta Cracoviensia,http://czasopisma.upjp2.edu.pl/analectacracoviensia/oai,ojs.czasopisma.upjp2.edu.pl
262,"Analele stiintifice ale Universitatii ""Alexandru Ioan Cuza"" din Iasi - seria Geografie",http://www.analegeo.uaic.ro/index.php/SciGeo/oai,ojs.www.analegeo.uaic.ro
263,"Analele Ştiinţifice ale Universităţii ""Alexandru Ioan Cuza""  din Iaşi  Secţiunea II a. Genetică şi Biologie Moleculară",http://www.gbm.bio.uaic.ro/index.php/gbm/oai,gbm.bio.uaic.ro
264,Anales Cervantinos,http://analescervantinos.revistas.csic.es/index.php/analescervantinos/oai,analescervantinos.revistas.csic.es
265,Anales de Filología Clásica,http://revistascientificas.filo.uba.ar/index.php/afc/oai,ojs.revistascienificas.filo.uba.ar
266,Anales del Instituto de Actuarios Españoles,https://revistas.actuarios.org/index.php/aiae/oai,ojs2.revistas.actuarios.org
267,Anales del Jardín Botánico de Madrid,http://rjb.revistas.csic.es/index.php/rjb/oai,jardinbotanico.revistas.csic.es
268,Analytical Sciences Digital Library,http://www.asdlib.org/oai/oai.php,asdlib.org
269,Ancient Asia,https://www.ancient-asia-journal.com/jms/index.php/up/oai/,ojs.www.ancient-asia-journal.com
270,Andalas Journal of International Studies (AJIS),http://ajis.fisip.unand.ac.id/index.php/ajis/oai,ojs.ajis.fisip.unand.ac.id
271,ANDHARUPA: Jurnal Desain Komunikasi Visual & Multimedia,http://publikasi.dinus.ac.id/index.php/andharupa/oai,publikasi.dinus.ac.id
272,Anemi,http://anemi.lib.uoc.gr/index.tkl,Anemi.tkl
273,Anesthesia eJournal,http://anesthesiaejournal.com/index.php/aej/oai,aej.journals.sfu.ca
274,Anglo Saxonica,https://www.revista-anglo-saxonica.org/jms/index.php/up/oai/,ojs.www.revista-anglo-saxonica.org
275,ANIMAL PRODUCTION,http://www.animalproduction.net/index.php/JAP/oai,ojs.animalproduction.net
276,ANIMAL PRODUCTION,http://animalproduction.net/index.php/JAP/oai,ojs.pkp.sfu.ca
277,Animal Studies Repository,https://animalstudiesrepository.org/do/oai/,animalstudiesrepository.org
278,AnimalPhysiology-LivestockSystems,http://phy043.tours.inra.fr:8080/perl/oai2,PHASE.inra.fr
279,Animo Repository,https://animorepository.dlsu.edu.ph/do/oai/,animorepository.dlsu.edu.ph
280,Ankara Sosyal Bilimler University Institutional Repository,http://openaccess.asbu.edu.tr/oai/request,openaccess.asbu.edu.tr
281,Ankara Üniversitesi Akademik Arşivi,https://dspace.ankara.edu.tr/oai/request,dspace.ankara.edu.tr
282,Ankara Üniversitesi Açık Erişim Sistemi,http://acikarsiv.ankara.edu.tr/services_oai2/,""
283,Ankulegi. Revista de Antropología Social,http://aldizkaria.ankulegi.org/index.php/index/oai,ojs.aldizkaria.ankulegi.org
285,Annales Scientifiques du Limousin,http://www.unilim.fr/asl/oai.php,asl.unilim.fr
286,Annales Scientifiques du Limousin,https://www.unilim.fr/asl/oai.php,asl.unilim.fr
287,Annals of Applied Bio-Sciences,http://www.pacificejournals.com/journal/index.php/aabs/oai,ojs.localhost
288,Annals of Cardiovascular & Thoracic Academy,http://journals.ctaegypt.org/index.php/ACTA/oai,ojs.pkp.sfu.ca
289,Annals of Genealogical Research,http://www.genlit.org/agr/oai/,agr.www.genlit.org
290,Annals of Global Health,https://www.annalsofglobalhealth.org/jms/index.php/up/oai/,ojs.annalsofglobalhealth.org
291,Annals of Gulf Medicine,http://publie.frontierscienceassociates.com/index.php/gulf/oai,ojs2.publie.frontierscienceassociates.com
292,Annals of Human and Social Sciences,https://ojs.ahss.org.pk/journal/oai,ojs2.ojs.ahss.org.pk
293,Annals of King Edward Medical University,http://annalskemu.org/journal/index.php/annals/oai,ojs.pkp.sfu.ca
294,Annals of Medical Physiology,http://amphysiol.com/index.php/amp/oai,ojs.amphysiol.com
295,Annals of Medical Physiology,https://amphysiol.com/index.php/amp/oai,ojs.amphysiol.com
296,Annals of National Academy of Medical Sciences (India),http://www.annals-nams.in/index.php/annals/oai.,ojs.annals-nams.in
297,Annals of Pathology and Laboratory Medicine,http://www.pacificejournals.com/journal/index.php/apalm/oai,ojs.localhost
298,Annals of Pathology and Laboratory Medicine,https://www.pacificejournals.com/journal/index.php/apalm/oai,ojs.localhost
299,Annals of the National Academy of Medical Sciences (India),http://annals-nams.in/index.php/annals/oai,ojs.annals-nams.in
300,"ANNUAL JOURNAL OF TECHNICAL UNIVERSITY OF VARNA, BULGARIA",https://aj-tuv.org/index.php/ajtuv/oai,ojs2.aj-tuv.org
301,Antec: Revista Peruana de Investigación Musical,http://revistas.unm.edu.pe/index.php/Antec/oai,ojs.pkp.sfu.ca
302,ANTERIOR JURNAL,http://journal.umpalangkaraya.ac.id/index.php/anterior/oai,journal.umpalangkaraya.ac.id
303,"Anthropocenes – Human, Inhuman, Posthuman",https://www.anthropocenes.net/jms/index.php/up/oai/,ojs.www.anthropocenes.net
304,Anthropology & Aging,http://anthro-age.pitt.edu/ojs/index.php/anthro-age/oai,ojs.anthro-age.pitt.edu
305,Anthurium A Caribbean Studies Journal,https://anthurium.miami.edu/jms/index.php/up/oai/,ojs.anthurium.miami.edu
306,Anti-Trafficking Review,http://www.antitraffickingreview.org/index.php/atrjournal/oai,ojs.www.antitraffickingreview.org
307,Anuario de Estudios Americanos,http://estudiosamericanos.revistas.csic.es/index.php/estudiosamericanos/oai,estudiosamericanos.revistas.csic.es
308,Anuario de Estudios Medievales,http://estudiosmedievales.revistas.csic.es/index.php/estudiosmedievales/oai,estudiosmedievales.revistas.csic.es
309,Anuario de Psicología Jurídica,https://journals.copmadrid.org/apj/oai,journals.copmadrid.org
310,Anuario Musical,http://anuariomusical.revistas.csic.es/index.php/anuariomusical/oai,anuariomusical.revistas.csic.es
311,"Anuario sobre Bibliotecas, Archivos y Museos Escolares",https://cendie.abc.gob.ar/revistas/index.php/abame/oai,ojs.cendie.abc.gob.ar
312,Anuário Internacional de Comunicação Lusófona,http://revcom2.portcom.intercom.org.br/index.php/anuariolusofono/oai,ojs.portcom.intercom.org.br
313,ANWARUL,https://ejournal.yasin-alsys.org/index.php/anwarul/oai,ojs2.ejournal.yasin-alsys.org
314,Análisis Filosófico,https://analisisfilosofico.org/index.php/af/oai,ojs2.analisisfilosofico.org
315,Aphasiology,http://aphasiology.pitt.edu/perl/oai2,GenericEPrints.OAI2
316,API Magazin,https://journals.sub.uni-hamburg.de/hup3/apimagazin/oai,hup3.journals.sub.uni-hamburg.de
317,Apollo - University of Cambridge Repository,https://api.repository.cam.ac.uk/server/oai/request,www.repository.cam.ac.uk
318,Apollo - University of Cambridge Repository,https://www.repository.cam.ac.uk/oai/request,www.repository.cam.ac.uk
319,Applied Finance Letters,https://ojs.aut.ac.nz/applied-finance-letters/oai,ojs.aut.ac.nz
320,Applied General Topology,http://polipapers.upv.es/index.php/AGT/oai,ojs.upv.es
321,Applied Math and Science Education Repository,http://oai.amser.org/OAI,amser.org
322,Applied Medical Informatics,http://ami.info.umfcluj.ro/index.php/AMI/oai,ami.info.umfcluj.ro
323,Applied Science and Biotechnology Journal for Advanced Research,https://abjar.vandanapublications.com/index.php/ojs/oai,oai.abjar.vandanapublications.com
324,Applied Science and Engineering Journal for Advanced Research,https://asejar.singhpublication.com/index.php/ojs/oai,oai.asejar.singhpublication.com
325,Applied Science and Engineering Journal for Advanced Research,https://asejar.org/index.php/ojs/oai,ojs2.asejar.org
326,apropos [Perspektiven auf die Romania],https://journals.sub.uni-hamburg.de/apropos/oai,ojs.journals.sub.uni-hamburg.de
327,Aptisi Transactions of Management (ATM),http://ijc.ilearning.co/index.php/ATM/oai,ojs.ijc.ilearning.co
328,APU Digital Archives,https://digitalarchives.apu.edu/do/oai/,digitalarchives.apu.edu
329,Apuntes del Cenes,https://revistas.uptc.edu.co/index.php/cenes/oai,revistas.uptc.edu.co
330,Apuntes Universitarios,http://apuntesuniversitarios.upeu.edu.pe/index.php/revapuntes/oai,ojs.apuntesuniversitarios.upeu.edu.pe
331,Aqlam: Journal of Islam and Plurality,http://journal.iain-manado.ac.id/index.php/AJIP/oai,ojs.journal.iain-manado.ac.id
332,Aqlania,http://jurnal.uinbanten.ac.id/index.php/aqlania/oai,ojs2.jurnal.uinbanten.ac.id
333,Aqlania,https://jurnal.uinbanten.ac.id/index.php/aqlania/oai,ojs2.jurnal.uinbanten.ac.id
334,AQUASAINS,http://jurnal.fp.unila.ac.id/index.php/JPBP/oai,ojs.ojsfp.unila.ac.id
335,Ar-Raniry: International Journal of Islamic Studies,http://journalarraniry.com/ojs/index.php/jar/oai,ojs.journalarraniry.com
336,"Ar-Risalah: Media Keislaman, Pendidikan dan Hukum Islam",http://ejournal.iaiibrahimy.ac.id/index.php/arrisalah/oai,ojs2.ejournal.iaiibrahimy.ac.id
337,Ara: Journal of Tourism Research,https://revistes.ub.edu/index.php/ara/oai,revistes.ub.edu
338,ARABIYAT (Journal of Arabic Education),http://journal.uinjkt.ac.id/index.php/arabiyat/oai,ojs.localhost
339,"Aradha: Journal of Divinity, Peace and Conflict Studies",http://journal-theo.ukdw.ac.id/index.php/aradha/oai,ojs.pkp.sfu.ca
340,ARAN,http://ir.library.nuigalway.ie:8080/oai/request,""
341,Arbor,http://arbor.revistas.csic.es/index.php/arbor/oai,arbor.revistas.csic.es
342,Arca,http://arcabc.ca/oai2,arcabc.ca
343,Arca,https://arcabc.ca/oai2,arcabc.ca
344,ARCC Conference Repository,http://www.arcc-journal.org/index.php/repository/oai,ojs.www.arcc-journal.org
345,Archaeologia Lituana,https://www.journals.vu.lt/archaeologia-lituana/oai,ojs.www4063.vu.lt
346,Archaeology International,https://www.ai-journal.com/jms/index.php/up/oai/,ojs.www.ai-journal.com
347,Archeologia e Calcolatori - Published Articles,http://www.archcalc.cnr.it/oai/aec_oaipmh2.php,""
348,archi2,http://pcpgw.ensta.fr/perl/oai2,archi2.OAI
349,"ArchiMer, Institutional Archive of Ifremer (French Research Institute for Exploitation of the Sea)",http://www.ifremer.fr/docelec/oai/OAIHandler,archimer.ifremer.fr
350,Archined,https://archined.ined.fr/oai,""
351,Archipel,http://www.archipel.uqam.ca/cgi/oai2,www.archipel.uqam.ca
352,Archipel,http://www.archipel.uqam.ca/perl/oai2,www.archipel.uqam.ca
353,Architectural Histories,https://journal.eahn.org/jms/index.php/up/oai/,ojs.www.jcms-journal.com
354,"Architekturinformatik : Digitale Bibliothek :
 Verarbeitung",http://architektur-informatik.scix.net/cgi-bin/works/OAI,ArchitekturinformatikDigitaleBibliothekVerarbeitung.id
355,Architexturez South Asia,http://architexturez.net/oai-pmh,""
356,Archive ENS-LSH,http://eprints.ens-lsh.fr/perl/oai2,ArchiveEnslsh.OAI2
357,Archive Lyon 2,http://eprints.univ-lyon2.fr:8050/perl/oai2,ArchiveLyon2.OAI2
358,Archive of Clinical Medicine,https://ifnmujournal.com/acm/oai,ojs.ifnmujournal.com
359,Archive of Clinical Medicine,http://ojs.ifnmu.edu.ua/index.php/acm/oai,ojs.ojs.ifnmu.edu.ua
360,ARCHIVE OF EUROPEAN INTEGRATION,http://aei.pitt.edu/perl/oai2,PITTAEI.OAI2
361,Archive on Demand,https://archiveondemand.fitnyc.edu/oai-pmh-repository/request,oai.archiveondemand.fitnyc.edu
362,Archive ouverte J. Vrin,https://archive-ouverte.vrin.fr/oai-pmh-repository/request,archive-ouverte.vrin.fr
363,Archive ouverte UNIGE,http://archive-ouverte.unige.ch/oaiprovider/,unige.ch
364,Archive-It Web Archive Collections,http://oai.archive-it.org:7090/oai,archive-it.org
365,Archives et Musée de la Littérature,http://www.aml-cfwb.be/catalogues/oai,www.aml-cfwb.be
366,Archives et Musée de la Littérature,http://www.aml-cfwb.be/oai/oai.aspx,www.aml-cfwb.be
367,Archives of Agriculture and Environmental Science,https://journals.aesacademy.org/index.php/aaes/oai,ojs2.journals.aesacademy.org
368,Archives Radiophoniques de l'EPRA,http://archives.gip-epra.fr/oai,archives.gip-epra.fr
369,Archivio della ricerca dell'Università di Modena e Reggio Emilia,https://iris.unimore.it/oai/request,iris.unimore.it
370,Archivio Tesi,http://tesi.cab.unipd.it/perl/oai2,tesi.cab.unipd.it
371,Archivo Abierto Institucional de la Universidad Rey Juan Carlos,http://eciencia.urjc.es/dspace-oai/request,""
372,Archivo de la Ciudad de Arganda del Rey,http://archivo.ayto-arganda.es:8080/repox/OAIHandler,archivo.aytoarganda.es
373,Archivo Digital UPM,http://oa.upm.es/perl/oai2,oa.upm.es
374,Archivo Español de Arqueología,http://aespa.revistas.csic.es/index.php/aespa/oai,aespa.revistas.csic.es
375,Archivo Español de Arte,http://xn--archivoespaoldearte-53b.revistas.csic.es/index.php/aea/oai,arte.revistas.csic.es
376,"Archivos del Hospital Universitario ""General Calixto García""",http://revcalixto.sld.cu/index.php/ahcg/oai,revcalixto.sld.cu
377,Archivos Históricos de la Región de Murcia - Proyecto Carmesí,http://oai.regmurcia.com/oai2/oai2.php,oai.regmurcia.com
378,Archiwum Diecezjalne w Tarnowie,http://adt.sl.pl/oai/oai2.php,adt.sl.pl
379,ARENA Journal of Architectural Research,https://ajar.arena-architecture.eu/jms/index.php/up/oai/,ojs.ajar.arena-architecture.eu
380,Arexcpo-Ethnodoc,http://www.raddo-ethnodoc.com/OAI/oai2.php,www.raddo-ethnodoc.com
381,Argentinian Journal of Respiratory & Physical Therapy,https://revista.ajrpt.com/index.php/Main/oai,revista.ajrpt.com
382,ARISTO,http://journal.umpo.ac.id/index.php/aristo/oai,ojs.journal.umpo.ac.id
383,Aristotle University of Thessaloniki Institutional Repository - IKEE,http://ikee.lib.auth.gr/oai2d,ikee.lib.auth.gr
384,Arkiv. Tidskrift för samhällsanalys,http://www.tidskriftenarkiv.se/index.php/hem/oai,ojs.tidskriftenarkiv.se
385,Arminda @ Whitman College,https://arminda.whitman.edu/do/oai/,arminda.whitman.edu
386,ARPHA OAI-PMH Endpoint,https://oai.pensoft.net/oai.php,""
387,Arqueología de la Arquitectura,http://arqarqt.revistas.csic.es/index.php/arqarqt/oai,arqarqt.revistas.csic.es
388,ARRIDE,http://ir.ide.go.jp/dspace-oai/request,""
389,Ars Boni et Aequi,http://arsboni.ubo.cl/index.php/arsbonietaequi/oai,ojs.www.arsboni.ubo.cl
390,Ars Boni et Aequi,http://www.arsboni.ubo.cl/index.php/arsbonietaequi/oai,ojs.www.arsboni.ubo.cl
391,ARSHI Veterinary Letters,http://journal.ipb.ac.id/index.php/arshivetlett/oai,ojs.journal.ipb.ac.id
392,ARTheque,http://artheque.ens-cachan.fr/oai-pmh-repository/request,artheque.ens-cachan.fr
393,ARTic,https://ojs.unikom.ac.id/index.php/artic/oai,ojs.pkp.sfu.ca
394,Artifact,http://scholarworks.iu.edu/journals/index.php/artifact/oai,ojs.scholarworks.iu.edu
395,ARTis ON,http://artison.letras.ulisboa.pt/index.php/ao/oai,ojs.artison.letras.ulisboa.pt
396,Artvin Coruh University Institutional Repository,http://openaccess.artvin.edu.tr/oai/request,openaccess.artvin.edu.tr
397,Arxiu Municipal de Castelló,http://arxiumunicipal.castello.es/castellonbib/i18n/oai/oai_arxiumunicipal.castello.es.do,arxiumunicipal.castello.es
398,arXiv,http://export.arxiv.org/oai2,""
399,ARZUSIN,https://ejournal.yasin-alsys.org/index.php/arzusin/oai,ojs2.ejournal.yasin-alsys.org
400,AS-SABIQUN,https://ejournal.stitpn.ac.id/index.php/assabiqun/oai,ojs2.ejournal.stitpn.ac.id
401,AS-SALAM,http://ejournal.staidarussalamlampung.ac.id/index.php/assalam/oai,ojs.ejournal.staidarussalamlampung.ac.id
402,As-Sibyan: Jurnal Pendidikan Anak Usia Dini,https://jurnal.uinbanten.ac.id/index.php/assibyan/oai,ojs2.jurnal.uinbanten.ac.id
403,AS-SÂIS (JURNAL HUKUM TATA NEGARA ISLAM/SIYASAH),http://jurnal.uinsu.ac.id/index.php/assais/oai,jurnal.uinsu.ac.id
404,"Asas Wa Tandhim: Jurnal Hukum, Pendidikan Dan Sosial Keagamaan",https://jurnal.ucy.ac.id/index.php/awtjhpsa/oai,ojs2.jurnal.ucy.ac.id
405,ASAWIKA: Media Sosialisasi Abdimas Widya Karya,https://asawika.journalwidyakarya.ac.id/index.php/asawika/oai,ojs2.asawika.journalwidyakarya.ac.id
406,ASB01 (PURE 3.2.1),http://130.226.203.32/ws/OAIHandler,""
407,"Ascarya: Journal of Islamic Science, Culture, and Social Studies",https://journal.ascarya.or.id/index.php/iscs/oai,ojs2.journal.ascarya.or.id
408,Asclepio,http://asclepio.revistas.csic.es/index.php/asclepio/oai,asclepio.revistas.csic.es
409,ASDM Sonoran Desert Digital Library,http://www.desertmuseumdigitallibrary.org/OAI/,desertmuseumdigitalibrary.org
410,ASEAN/Asian Academic Society International Conference Proceeding Series,http://aasic.org/proc/aasic/oai,ojs.aasic.org
